response_time,timestamp,duration
11892.290007323027,1697533594.2953846,11.86369
3908.531941473484,1697533594.3128572,3.90213
8067.626737058163,1697533594.4706345,8.06168
120.10053731501102,1697533594.616431,0.11485
113.20583149790764,1697533594.627261,0.10900
126.66826974600554,1697533594.7986865,0.12091
126.90769042819738,1697533594.8238757,0.12268
112.19713371247053,1697533594.825732,0.10701
107.02574718743563,1697533594.9784636,0.10271
111.59849166870117,1697533595.0083885,0.10763
111.24404054135084,1697533595.024684,0.10739
129.06183954328299,1697533595.200459,0.12419
125.34719984978437,1697533595.222116,0.12011
126.56898889690638,1697533595.2403646,0.12190
127.70336121320724,1697533595.3998065,0.12315
131.6687362268567,1697533595.4280403,0.12785
126.5133498236537,1697533595.4402785,0.12253
115.58765266090631,1697533595.5875537,0.11117
126.57639570534229,1697533595.622884,0.12246
129.82315011322498,1697533595.6435223,0.12518
122.18600418418646,1697533595.7943547,0.11766
121.39512039721012,1697533595.817985,0.11694
116.17204267531633,1697533595.8304408,0.11170
117.20421444624662,1697533595.9893572,0.11288
116.70417431741953,1697533596.013113,0.11264
113.46918903291225,1697533596.0272262,0.10798
110.50447914749384,1697533596.1823788,0.10564
130.2582025527954,1697533596.2264645,0.12616
120.8255821838975,1697533596.2343318,0.11360
131.9155339151621,1697533596.4038837,0.12748
133.22839979082346,1697533596.4297009,0.12867
126.62306055426598,1697533596.4407659,0.12164
118.51091682910919,1697533596.5899515,0.11343
118.95132251083851,1697533596.6155236,0.11461
122.72340338677168,1697533596.6368577,0.11847
118.30304563045502,1697533596.789793,0.11397
115.9056918695569,1697533596.812771,0.11133
117.17509664595127,1697533596.8307154,0.11274
125.53291581571102,1697533596.9973335,0.12031
124.89589117467403,1697533597.0210419,0.12142
120.20025495439768,1697533597.0345936,0.11591
143.1191237643361,1697533597.215387,0.13866
139.5400883629918,1697533597.2363129,0.13545
132.41072092205286,1697533597.246568,0.12833
128.58435604721308,1697533597.40087,0.12394
138.9349400997162,1697533597.4355056,0.13495
132.91767425835133,1697533597.4469912,0.12770
